"mz","mzmin","mzmax","rt","rtmin","rtmax","into","intb","maxo","sn","sample","isotopes","adduct","pcgroup"
302.149516015503,302.146087646484,302.150573730469,178.61571,175.54173,181.64619,123735.242948924,122845.783026089,105747.2890625,81,1,"","","54"
238.201522078257,238.200378417969,238.202285766602,177.606714,171.12114,181.270812,161761.841480834,154233.71388991,48387.01953125,13,1,"","","54"
272.194436079184,272.192169189453,272.196075439453,179.372952,177.025218,180.662316,25235.6483503536,24975.2485301783,17288.283203125,18,1,"","[M+H]+ 271.187","209"
180.101445962771,180.099990844727,180.101852416992,165.955422,163.264068,169.421898,317075.049527167,116365.282663487,147712.65625,14,1,"","","138"
328.118559673033,328.116790771484,328.119750976562,177.844338,176.465094,184.100172,1905828.8562823,1896251.01782757,1921003,227,1,"","[M+H]+ 327.111","54"
276.160768648574,276.159118652344,276.162567138672,176.548848,172.719624,179.545452,177345.185063738,136905.630369669,67512.8359375,12,1,"","","194"
294.176995580774,294.175018310547,294.178253173828,179.288826,176.62422,183.476676,131482.734943262,126776.791295017,51906.875,16,1,"","[M+Na]+ 271.187","209"
262.166105987407,262.164703369141,262.167602539062,181.771314,179.816322,184.93104,37137.7092603251,36610.0301959005,18033.77734375,15,1,"","[M+H-C2H4]+ 289.191","33"
290.198278535791,290.196228027344,290.200164794922,181.270812,178.61571,184.759542,81064.7700703439,77147.1903878223,41127.83203125,14,1,"","[M+H]+ 289.191","33"
434.287938292644,434.285491943359,434.291717529297,181.771314,180.758814,183.067926,86555.0580385263,86552.9919909473,153622.953125,153622,1,"","","33"
415.255874493736,415.252746582031,415.259552001953,181.771314,178.31346,185.566158,119199.997514041,103967.877724446,118660.953125,19,1,"","[M+K]+ 376.292 [M+Na]+ 392.266 [M+H]+ 414.248","33"
433.284673534716,433.281677246094,433.287811279297,181.771314,178.948206,185.401788,456642.504310115,440051.9269943,705225.25,121,1,"","","33"
340.259626392097,340.256591796875,340.260040283203,184.019544,182.65743,185.401788,164587.601561038,164584.966977358,173354.78125,173354,1,"","","92"
330.141750563051,330.139251708984,330.143463134766,184.844916,184.019544,186.269652,30835.2286827112,30416.040582374,29913.06640625,13,1,"","","92"
446.259395964378,446.254608154297,446.261840820312,184.510914,180.662316,188.159766,457440.999689101,441375.074832243,309599.375,67,1,"","","92"
462.291651489068,462.288360595703,462.295318603516,185.401788,184.270296,186.185658,22476.7773305165,22474.9683775165,22161.236328125,22160,1,"","","56"
432.281358233512,432.281005859375,432.283386230469,181.771314,178.85433,185.401788,2371045.27489011,2276635.3113205,3366470,275,1,"","[M+K+NH3]+ 376.292 [M+Na+NH3]+ 392.266 [M+H+NH3]+ 414.248","33"
550.343254376656,550.339904785156,550.346496582031,185.699286,183.940422,186.581028,24222.7280600167,23850.982048375,22432.6015625,14,1,"","","56"
537.331199116469,537.328002929688,537.335205078125,185.864784,182.005308,188.083518,69496.0571971499,65723.7025014732,35663.6640625,10,1,"","","56"
215.126037240186,215.125579833984,215.126571655273,177.606714,171.54651,182.544678,323577.566110507,245334.874612439,94645.078125,22,1,"","[M+K]+ 176.164 [M+Na]+ 192.138 [M+H]+ 214.119","54"
259.104778953281,259.101959228516,259.106872558594,186.269652,185.401788,189.574758,36001.5430621229,35604.8255089752,28449.255859375,22,1,"","[M+K]+ 220.139","56"
348.145458534098,348.144287109375,348.147705078125,186.102156,183.067926,189.178386,89995.4845965952,84145.5223108064,71267.3984375,22,1,"","","56"
189.127351388712,189.126861572266,189.127746582031,23.8365462,23.7610488,35.073345,736293.763289626,500523.368859954,86114.296875,14,1,"","","173"
358.244600950771,358.242523193359,358.246002197266,188.083518,186.185658,190.028628,57028.5863516611,56333.8820846377,70979.75,35,1,"","","188"
171.137831266186,171.136947631836,171.138244628906,184.844916,180.662316,190.028628,103461.657511124,97671.7202666713,34513.76953125,13,1,"","","92"
307.086779629039,307.085754394531,307.088592529297,189.178386,188.00814,190.104,52270.9358626203,52269.1258017112,54768.50390625,54768,1,"","","157"
224.040155432309,224.039184570312,224.041213989258,189.253758,188.393388,190.508622,31261.3818080334,31259.6694757477,32876.81640625,32876,1,"","","157"
477.311299313185,477.308624267578,477.31494140625,187.220274,184.17567,190.179504,437495.740907836,411310.249269255,616738.875,92,1,"","","38"
222.043235636885,222.042663574219,222.043609619141,189.32913,188.159766,190.655874,115598.165278088,115595.777696523,107653.6875,107653,1,"","","157"
230.211970720477,230.21044921875,230.212615966797,188.565888,186.420528,192.306366,95508.831351197,94853.4954984435,69518.9921875,75,1,"","","190"
346.129613089787,346.127899169922,346.132873535156,189.65013,188.393388,191.648994,56622.8956866905,56407.2570025098,61421.71875,66,1,"","","65"
490.284654398442,490.281341552734,490.287109375,190.028628,189.95325,192.695358,211646.55045316,210785.854771947,283727.59375,135,1,"","","65"
491.29050695843,491.287506103516,491.293518066406,190.028628,187.220274,191.563494,89890.355676531,89151.2614896003,78279.3203125,51,1,"","","65"
268.138301447069,268.136810302734,268.139617919922,190.78875,189.65013,191.563494,39402.9779427662,39401.1602469662,35113.6171875,35113,1,"","","45"
364.139356922318,364.137390136719,364.142059326172,190.93962,187.744776,192.807732,69937.5188404575,69682.9263262007,67780.2578125,71,1,"","","45"
476.307687532247,476.306640625,476.308776855469,187.220274,184.100172,190.864248,2059377.59051334,1933066.12045903,2813023.25,223,1,"","","38"
372.223819417928,372.222351074219,372.226715087891,189.574758,186.185658,192.88311,857653.718548496,843439.07076157,616947.1875,138,1,"","","65"
522.339997856577,522.336547851562,522.3447265625,192.306366,189.65013,193.85235,110051.268620068,109821.628371352,122729.21875,135,1,"","","45"
201.160912708557,201.160034179688,201.161834716797,192.306366,190.93962,195.113466,36517.209356816,36424.5423722784,21674.1015625,47,1,"","","45"
521.337424208428,521.334350585938,521.339965820312,192.170988,189.253758,195.509712,522930.879669906,489259.055688326,611648.6875,66,1,"","","45"
233.187029590487,233.186187744141,233.188461303711,194.414472,193.574226,195.037968,22141.7150464863,22140.3374069569,22671.7734375,22671,1,"","","179"
339.193080065054,339.189880371094,339.19580078125,194.569842,191.563494,197.245326,68934.1680193534,65702.7247332144,36740.94921875,12,1,"","","179"
402.272085579786,402.270935058594,402.274566650391,194.414472,193.185984,197.094576,91377.6232108305,90537.6216070168,80713.5,29,1,"","","179"
348.084817284623,348.083312988281,348.086151123047,191.096994,189.495132,195.037968,245208.211875961,239236.567877193,115365.0546875,30,1,"","[M+Na]+ 325.096","45"
534.312847088425,534.311096191406,534.313842773438,195.357462,194.414472,196.126584,224823.02452369,224821.556999119,265702.375,265701,1,"","","116"
311.111370195599,311.110260009766,311.112365722656,186.102156,184.270296,189.178386,724424.294295934,711088.976886716,386676.875,52,1,"","[M+Na+NaCOOH]+ 220.139","56"
520.334060804159,520.3330078125,520.336364746094,192.170988,185.864784,197.834574,2686763.99295304,2497168.94371881,2352378.25,129,1,"","","45"
151.0967612764,151.096420288086,151.097366333008,97.105284,94.347426,99.855762,296787.638403541,235703.066465539,122411.8359375,15,1,"","[M+H]+ 150.09","128"
166.086363145005,166.085754394531,166.086517333984,123.648972,120.480366,126.403452,764053.278762493,651112.378684076,519042.4375,43,1,"","[M+Na]+ 143.094 [M+H]+ 165.077","88"
173.079425338177,173.07878112793,173.081817626953,33.7632258,30.0031302,36.597708,315682.535678518,264347.564300473,131614.21875,14,1,"","[M+H-COCH2]+ 214.082","27"
173.079194861196,173.078811645508,173.080505371094,97.180782,92.963562,101.385876,471480.094983424,406360.507732964,162427.921875,17,1,"","[M+Na]+ 150.09","128"
180.102013509145,180.100830078125,180.102233886719,184.759542,181.017066,188.678514,783232.812767362,611730.457077667,446253.25,35,1,"","","92"
186.98123652392,186.980712890625,186.982070922852,31.832616,28.899762,35.4565908,611107.843976927,540901.236710625,437591.3125,26,1,"","[M+H+HCOOH]+ 139.972 [M+H-C4H8]+ 242.028","48"
326.102746608287,326.101959228516,326.103088378906,191.724366,189.32913,198.06207,1185408.76452831,1121890.7417255,483183.9375,33,1,"","[M+H]+ 325.096","45"
565.363807898868,565.360717773438,565.367370605469,196.835952,194.009352,198.06207,520115.199629581,486324.955203706,537508.375,43,1,"","","50"
159.969763076087,159.969497680664,159.970199584961,17.1849708,15.8516052,20.860944,807523.115325214,776920.713069134,1471809.375,152,1,"","","47"
168.016787838123,168.01611328125,168.017349243164,193.345854,186.025278,193.718478,354401.518139203,288283.419410887,61395.9140625,13,1,"","","45"
186.956569956475,186.956390380859,186.957275390625,17.4865932,15.972729,20.7101952,925119.198290342,870075.705226634,705384.75,44,1,"","[M+K+NH3]+ 130.962","47"
208.040120817282,208.039581298828,208.040740966797,192.170988,184.510914,200.645556,667044.694217611,588223.093392672,85318.234375,14,1,"","","45"
416.250038954172,416.247375488281,416.251403808594,196.213836,193.718478,198.16257,583995.670753081,573510.295356471,691297.625,104,1,"","","50"
184.985868602746,184.985610961914,184.98600769043,31.832616,28.747014,35.3810922,1587759.1464626,1421146.22027912,1122854.25,29,1,"","[M+Na]+ 161.993","48"
564.360395866929,564.359924316406,564.3662109375,196.835952,194.009352,200.749302,2234378.20274931,2151577.90855469,1973728.625,73,1,"","","50"
310.107952665209,310.1064453125,310.108123779297,186.102156,182.387934,189.253758,3570128.81805001,3406397.34625379,1810037.5,45,1,"","","56"
310.107862520767,310.107574462891,310.108001708984,189.95325,188.678514,193.718478,2778394.85355572,2625231.53762652,1175139.875,29,1,"","","65"
154.990515443299,154.990325927734,154.990966796875,17.1849708,15.8516052,20.6346942,662891.677708781,662886.894619781,672673.625,672673,1,"","[M+Na+NH3]+ 114.982","47"
154.990469905778,154.990219116211,154.990631103516,59.3339208,55.7453232,62.380278,748923.724894173,748916.987863145,151813.5,151812,1,"","","12"
154.990471428865,154.990356445312,154.990585327148,129.314928,129.15393,129.470802,86106.4507012471,86106.0546112471,234436.109375,302460,1,"","","119"
154.990500322025,154.990371704102,154.990600585938,153.97863,153.151008,154.178508,407876.418348216,407875.244062501,409212.5625,409212,1,"","","18"
154.990517734897,154.990432739258,154.990585327148,165.7983,165.704796,165.876672,97613.8750608897,97613.6172468897,409624.8125,444856,1,"","","95"
154.990447926201,154.990264892578,154.990661621094,87.21285,82.981134,87.288354,338112.212086336,338107.818721936,92877.625,92877,1,"","","167"
154.990470502389,154.990219116211,154.990676879883,41.963295,35.073345,42.0387942,476034.795027641,476027.741408198,92783.1015625,92782,1,"","[M+K]+ 116.027 [M+Na]+ 132.003 [M+H]+ 153.983","125"
154.990505673583,154.99040222168,154.990631103516,119.214,119.138502,119.289378,38145.4451204054,38145.2188064054,177449.6875,216683,1,"","","132"
154.990524585129,154.990447998047,154.990600585938,189.80238,189.725628,189.95325,144910.171101328,144909.867605328,498054.5625,498054,1,"","","65"
154.990425120594,154.990219116211,154.990600585938,27.0072762,26.9319012,34.8470958,633762.280995359,633754.263006024,115057.3359375,122282,1,"","","153"
154.99046870982,154.990417480469,154.990539550781,136.991004,136.762506,137.140752,157156.724283805,157156.156914805,318057.875,319675,1,"","","107"
154.990539601511,154.990463256836,154.990600585938,177.531216,177.409344,180.153948,1068255.86908764,1068253.02984212,468859.6875,468859,1,"","","54"
154.990484539572,154.990371704102,154.990570068359,147.472302,144.401448,150.134412,1758680.5036657,1758674.6751523,354760.84375,350453,1,"","","99"
154.990535915471,154.990295410156,154.990707397461,52.476846,48.9787452,55.5169494,502264.946079188,502258.320698932,102676.8828125,102676,1,"","","158"
154.990465819936,154.990356445312,154.990631103516,67.090746,65.125134,67.166118,239836.829998499,239834.696242499,136235.5625,136235,1,"","","141"
154.990456021055,154.990325927734,154.990646362305,79.242786,79.09191,79.474656,40539.8487107247,40539.3894155247,98835.515625,101283,1,"","","162"
154.99053252608,154.990478515625,154.990585327148,161.501454,159.337344,161.5812,781536.219967647,781533.893005869,392811,405944,1,"","","97"
154.990408534368,154.990219116211,154.990600585938,24.213546,24.0627972,26.1022818,214672.740618204,214670.61246036,122282.8125,122282,1,"","","151"
154.99049332731,154.99040222168,154.990570068359,122.5761,120.639114,122.651478,382198.568645633,382196.450367738,212561.28125,216683,1,"","","124"
154.990486564233,154.99040222168,154.990539550781,141.974718,139.528236,144.326076,1333635.99215008,1333631.10023478,329320.9375,329320,1,"","","104"
154.990477217682,154.990264892578,154.990676879883,42.345543,40.48443,45.0231492,314286.261394847,314281.645748203,92783.1015625,92782,1,"","[M+K]+ 116.027 [M+Na]+ 132.003 [M+H]+ 153.983","125"
154.990457833594,154.990295410156,154.990692138672,72.548952,72.47358,74.072442,157246.347383943,157244.672385657,111760.4453125,119321,1,"","","155"
154.9904208045,154.990203857422,154.990600585938,92.043816,89.750208,94.662546,334214.151735191,334209.161423572,97289.4375,81308,1,"","","163"
154.990470573656,154.990173339844,154.990646362305,97.34091,97.256154,99.477516,146059.271894249,146056.973933559,77599.03125,82373,1,"","","128"
154.99043726761,154.990264892578,154.990585327148,101.695752,101.469504,101.846628,31864.338721257,31863.886172457,86363.4140625,86362,1,"","","171"
154.990533614595,154.990447998047,154.990615844727,183.589422,183.476676,184.93104,620320.73885557,620319.19359382,474627.375,520281,1,"","","90"
154.990428226215,154.990219116211,154.990570068359,46.8518862,45.0231492,49.1296188,263667.067831607,263662.883881449,80531.7421875,80531,1,"","","180"
154.990462339019,154.990310668945,154.990631103516,63.298896,63.068148,63.374394,47350.7133695638,47350.3305620638,132319.3125,142028,1,"","","145"
154.9904420913,154.990264892578,154.990585327148,75.776556,74.22807,77.40942,290045.675300039,290042.414416289,108201.7265625,108201,1,"","","156"
154.990454101403,154.990295410156,154.990692138672,108.21258,106.287096,108.287952,163758.950071405,163756.872259405,95748.90625,101007,1,"","","165"
154.990530757926,154.990463256836,154.990585327148,194.242344,194.009352,194.489844,241150.811482124,241150.250908124,512057.6875,512057,1,"","","89"
582.157068061803,582.15283203125,582.161437988281,199.162314,197.834574,202.95741,4619269.9995732,4618867.46050871,3412974.25,1929,1,"","","4"
581.156495153925,581.154663085938,581.161682128906,199.162314,197.702574,202.138794,18689258.5694181,18689254.5364908,13040925,13040924,1,"","[M+Na]+ 558.17","4"
580.159811491136,580.159362792969,580.162048339844,199.065312,197.320824,203.059908,43305749.6207355,43305744.599037,31922798,31922797,1,"","","4"
379.016424286148,379.015258789062,379.019287109375,199.162314,197.320824,202.620042,2774270.095506,2774264.93951011,1856469.375,1856468,1,"","","4"
317.04765375492,317.046508789062,317.050262451172,199.162314,197.320824,202.95741,3724751.97341305,3724746.4813549,2372995.75,2372995,1,"","[M+K]+ 278.083","4"
323.054817812884,323.053039550781,323.056304931641,199.162314,197.320824,202.95741,2333805.39296432,2333799.90090617,1287254.5,1287254,1,"","[M+2Na-H]+ 278.083","4"
363.043708118556,363.04248046875,363.046173095703,199.162314,197.320824,202.95741,3513926.59270623,3513921.10064808,2506421.5,2506420,1,"","[M+K+HCOOH]+ 278.083","4"
204.04377421597,204.043273925781,204.044784545898,199.162314,197.320824,203.059908,2940592.39011272,2940430.30531449,2022765.875,3554,1,"","","4"
365.234486373975,365.233032226562,365.235961914062,201.776418,197.834574,206.168268,269034.419870823,246299.713286753,121287.734375,11,1,"","","41"
282.08962835742,282.089080810547,282.091247558594,199.162314,197.320824,203.169414,8455835.15718225,8454810.30838827,5674267.5,3525,1,"","","4"
303.06965392933,303.068328857422,303.071624755859,199.162314,197.320824,203.169414,4798920.57737005,4798914.87142859,2957250.25,2957249,1,"","[M+Na]+ 280.08","4"
579.157084368893,579.152648925781,579.158142089844,199.162314,197.320824,203.169414,142391062.385426,142391056.679484,95987080,95987079,1,"","[2M+Na]+ 278.083","4"
608.38605972416,608.3818359375,608.388000488281,200.97105,196.943706,206.289384,3222597.23372523,2937212.15439486,2749658.75,62,1,"","","41"
281.087043341093,281.086853027344,281.091583251953,199.162314,197.094576,203.966154,61577379.7053122,61533806.8820169,39945448,1942,1,"","[M+H]+ 280.08","4"
302.075487854869,302.074951171875,302.076171875,199.065312,197.320824,203.467284,15010166.9293329,15006984.2877652,8952203,2393,1,"","[M+2Na]2+ 558.17","4"
301.072944459217,301.07275390625,301.074340820312,199.162314,197.019078,204.548652,96680809.3538685,96616304.6726326,59688336,2131,1,"","[M+Na]+ 278.083","4"
275.024834219158,275.022552490234,275.02685546875,203.761032,202.620042,207.061884,1437911.83844561,1437907.9759743,981313.9375,981313,1,"","[2M+Na+3K-H]3+ 343.111","6"
308.987558543051,308.986511230469,308.990356445312,203.86878,202.620042,206.547882,1847558.99530987,1847555.27419829,1163266.75,1163266,1,"","[M+K]+ 270.024","6"
571.098017755095,571.094543457031,571.099975585938,203.761032,202.391664,206.930136,3184035.65193549,3184031.50811322,2480726.5,2480726,1,"","","6"
344.120919086669,344.118988037109,344.122222900391,203.86878,202.620042,208.479744,1401837.27335824,1401832.01983231,712622.125,712621,1,"","[M+H]+ 343.111","6"
226.716833044657,226.714340209961,226.717651367188,203.86878,202.620042,207.666504,2029585.69272263,2029581.20697863,1335945.375,1335944,1,"","","6"
274.030286644671,274.029235839844,274.03173828125,203.86878,202.391664,209.618988,6205550.58605407,6205136.07351498,3785394.25,4248,1,"","","6"
294.016138307643,294.015716552734,294.017883300781,203.86878,202.391664,208.741368,7358641.96921695,7358636.01636945,4339986,4339985,1,"","","6"
295.009849025668,295.009094238281,295.012023925781,203.86878,202.391664,208.479744,5561977.80737546,5561971.92223146,3440451.5,3440450,1,"","","6"
396.011282432853,396.009887695312,396.012939453125,203.86878,202.391664,208.868244,2430750.31412327,2430744.23006327,1287400.75,1287400,1,"","","6"
314.995358571862,314.994201660156,314.99658203125,203.966154,202.391664,210.131112,2092000.7127743,2091802.15219372,1039160.9375,1620,1,"","[M+2Na-H]+ 270.024","6"
697.441645875233,697.437805175781,697.443603515625,207.666504,202.269294,209.130744,307265.888045533,300877.173279672,335082.5625,52,1,"","","53"
357.737835467274,357.737182617188,357.739074707031,207.18276,200.854428,216.175446,742999.068308166,666490.113375872,572678,37,1,"","","70"
504.302400901329,504.300720214844,504.306854248047,207.436884,201.078672,220.532286,1160427.35355548,1130713.85676292,744966,84,1,"","","70"
215.052789797465,215.051742553711,215.053344726562,207.061884,204.548652,211.363974,271713.882534003,271375.394600559,102440.9453125,96,1,"","","70"
340.211065279732,340.20947265625,340.2138671875,207.78663,201.776418,213.144216,223932.560583893,204773.932679371,158446.84375,26,1,"","[M+Na]+ 317.218","53"
696.438720851865,696.43212890625,696.440979003906,207.18276,197.169954,220.532286,1588297.46489853,1372347.27995389,967274.75,46,1,"","[M+H]+ 695.431","70"
273.168860814027,273.167633056641,273.170074462891,209.74449,207.304254,212.915592,259894.009037125,259888.998913911,102813.7890625,102813,1,"","[M+Na]+ 250.179","53"
348.722947774634,348.721832275391,348.725433349609,207.436884,200.854428,215.261826,842494.985831418,702109.78826193,619696.3125,33,1,"","[M+2H]2+ 695.431","70"
364.224539411265,364.219940185547,364.225860595703,210.520608,206.547882,215.024076,230185.962491701,228250.533783586,171353.375,72,1,"","[M+H+HCOOH]+ 317.218","53"
251.185792578811,251.185012817383,251.186248779297,209.482866,205.392768,215.827446,545110.92636156,543486.447422156,149154.90625,81,1,"","[M+H]+ 250.179","53"
379.75115181831,379.749816894531,379.753753662109,210.009984,200.645556,221.333406,1642268.19187795,1341739.33815188,723475.3125,30,1,"","","53"
198.128206834779,198.127746582031,198.129852294922,211.663848,209.482866,218.341302,615158.357013319,613802.142410248,339108.5625,176,1,"","[M+K]+ 159.161","53"
379.249621927888,379.248992919922,379.250915527344,210.009984,200.749302,221.10291,4569590.9910957,3984127.23532636,1937525.375,42,1,"","[2M+Na+K-H]+ 159.161","53"
386.240661725656,386.238800048828,386.244445800781,214.107336,207.436884,216.175446,380594.289391676,364169.419635229,352426.0625,49,1,"","[M+H-CH3]+ 400.256 [M+H-CH4]+ 401.26","34"
326.067114301654,326.065856933594,326.068603515625,214.648704,212.532222,216.175446,117152.939415129,117149.700993796,72384.578125,72384,1,"","","34"
357.236675157068,357.236022949219,357.239624023438,207.18276,197.94657,207.304254,1016861.14782792,902151.591374388,684923.125,56,1,"","","70"
402.265495498598,402.261901855469,402.267974853516,213.722088,206.671134,218.996796,560630.382583661,500088.083448324,341723.40625,30,1,"","[M+H]+ 401.26","34"
182.19058308255,182.190093994141,182.191055297852,214.896078,212.915592,218.996796,258462.973118115,257930.242218624,163126.328125,176,1,"","","34"
362.123851053005,362.121673583984,362.124755859375,215.024076,211.363974,216.790812,337053.867493653,326713.825299572,166541.984375,19,1,"","[M+H]+ 361.117","34"
384.105734976225,384.102233886719,384.108154296875,215.024076,213.26484,216.790812,221326.290173337,217653.809288066,134997.421875,26,1,"","[M+Na]+ 361.117","34"
401.262844785346,401.261993408203,401.263793945312,212.532222,204.370404,221.87178,5613155.89602291,4947459.37575904,2941228.5,39,1,"","[M+H]+ 400.256","34"
401.764190732833,401.763092041016,401.765441894531,212.915592,205.392768,222.413148,2129212.36651346,1745331.81922981,1167419.25,37,1,"","","34"
424.279042915059,424.276245117188,424.283020019531,215.405322,206.168268,220.645284,811448.257995379,741280.66014344,382437,33,1,"","[M+H]+ 423.273","34"
828.516079701654,828.507934570312,828.522033691406,215.405322,202.02042,221.10291,777957.86060757,718761.953807873,355201.75,42,1,"","[M+H]+ 827.509","34"
408.252356033556,408.251281738281,408.256408691406,215.94507,206.671134,231.277212,759261.385346021,721689.962852119,311248.03125,44,1,"","[M+H-CH3]+ 422.268 [M+H-CH4]+ 423.273","34"
408.754219872781,408.752990722656,408.756195068359,216.175446,211.663848,218.341302,214999.609811796,213735.696438327,140839.609375,83,1,"","[M+H-CH3]+ 422.77","34"
414.761919308087,414.758148193359,414.764190673828,215.261826,201.776418,220.409916,795614.52203975,724027.33437817,393021.5,40,1,"","[M+2H]2+ 827.509","34"
592.356181790613,592.354858398438,592.363403320312,215.94507,208.606746,229.6146,1554209.93290974,1431068.5562694,575219.75,34,1,"","","34"
430.766555071433,430.764953613281,430.768676757812,219.53742,212.532222,221.10291,169870.974047181,168193.619333335,136217.421875,60,1,"","","36"
430.265859325547,430.264709472656,430.268035888672,219.53742,212.915592,230.150346,712855.969110779,666558.24462618,361068.125,33,1,"","","36"
423.77719756619,423.774444580078,423.779876708984,215.261826,204.548652,230.588718,4107485.53094952,3622586.88336375,1290428.125,51,1,"","[M+H]+ 422.77","34"
280.093865115646,280.093566894531,280.094512939453,199.162314,196.675578,206.289384,215574600.880559,215473582.479954,125447280,9972,1,"","[M+2H]2+ 558.17","4"
423.27562340209,423.272766113281,423.279113769531,215.261826,203.059908,231.578712,10309799.5150216,9142024.19308157,3112642,73,1,"","[M+H]+ 422.268","34"
452.278638176681,452.276977539062,452.28076171875,220.409916,208.479744,235.082562,708820.858258308,643517.269658601,402009.46875,41,1,"","[M+H-CH3]+ 466.295","36"
534.346077410656,534.343444824219,534.350158691406,219.53742,205.715766,230.974212,2264877.41369703,2177103.44504386,405488.3125,12,1,"","","36"
271.031836782832,271.031768798828,271.032318115234,203.86878,201.903168,209.868864,583627633.084814,583528825.342113,378070944,22076,1,"","[M+H]+ 270.024","6"
464.634438507271,464.632690429688,464.635284423828,220.532286,204.548652,233.72007,6144410.46930247,5365534.17799322,481847.125,14,1,"","","36"
467.302013506215,467.299835205078,467.305725097656,220.036164,211.96797,233.182326,9701301.07896,8780118.8746602,3035583.25,64,1,"","[M+H]+ 466.295","36"
508.994744323896,508.991638183594,508.997467041016,220.532286,205.392768,235.53243,3159735.08831954,2810360.11683853,313885.03125,15,1,"","","36"
533.843097275413,533.841796875,533.844482421875,218.041182,201.903168,234.073944,7428007.7024361,6609122.52696066,1207839,11,1,"","","34"
611.387778038012,611.386413574219,611.388793945312,230.150346,215.526324,243.094506,6342817.38075894,5710404.94205823,637570.1875,13,1,"","[M+H-CH3]+ 625.393","8"
279.091164865491,279.091033935547,279.094970703125,199.162314,194.64522,206.289384,1302942979.97649,1302807226.47324,835813312,294539,1,"","[M+H]+ 278.083","4"
495.819231806615,495.817718505859,495.820465087891,230.475468,214.7787,243.094506,3755291.86203259,3401165.54035939,359290.6875,10,1,"","","8"
496.06887815226,496.065521240234,496.072906494141,229.6146,209.868864,241.366518,3643939.61479874,3332209.49209334,401773.3125,22,1,"","","8"
537.677002826812,537.676208496094,537.678039550781,226.924866,212.915592,237.654042,9012904.74501592,8302783.12568197,836602.75,15,1,"","","8"
553.020887831141,553.019104003906,553.024353027344,227.309616,214.7787,240.089274,3338591.83604351,2952525.3160489,329422.96875,12,1,"","[M+Na+HCOOH]+ 484.034","8"
555.354223304039,555.353149414062,555.355773925781,228.003108,209.618988,236.664048,15101357.6903063,13207565.5769619,2766434.5,10,1,"","[M+H]+ 554.349","8"
567.027626665432,567.026062011719,567.028930664062,228.003108,212.27097,239.971398,8660902.63836647,8019752.97765169,757101.9375,22,1,"","[2M+K]+ 264.032","8"
577.366478273589,577.364624023438,577.36767578125,230.475468,220.036164,238.587786,9242203.61766222,8173861.76075938,3075173,15,1,"","[M+Na+NH3]+ 537.343","8"
621.894923746278,621.89013671875,621.897705078125,218.996796,210.520608,229.6146,5854444.76175701,5357977.74113721,538289.4375,15,1,"","","36"
626.396321699492,626.3935546875,626.400268554688,230.475468,216.175446,239.669028,3373041.09343389,2877490.91253342,562940.5,16,1,"","[M+H]+ 625.393","8"
582.37189712799,582.366027832031,582.375671386719,229.6146,212.39622,240.882768,4409483.88704013,3798749.88138767,603320.9375,22,1,"","","8"
540.339528419721,540.335266113281,540.344543457031,229.6146,216.906318,235.834806,2851681.57878148,2558006.56879985,538302.625,15,1,"","[M+H-CH3]+ 554.349","8"
511.328004888624,511.326477050781,511.330291748047,221.10291,205.715766,233.956818,13952730.257144,11729433.3795981,2675336.75,46,1,"","","36"
670.091830903694,670.088073730469,670.097045898438,230.475468,212.27097,240.762396,2031207.59116397,1799992.30486331,304127.9375,10,1,"","","8"
252.10753343559,252.105987548828,252.108352661133,233.305698,230.974212,246.087486,552584.817991225,551215.083429293,435335.3125,206,1,"","[M+3Na-H]2+ 436.263","39"
596.712440864669,596.710144042969,596.717834472656,229.229226,215.827446,242.559756,6536962.23467913,6006130.32623367,799031.375,29,1,"","","8"
599.88198143483,599.878479003906,599.884887695312,233.305698,224.483256,241.11414,3453881.49339614,3237862.95610448,1577706,46,1,"","[M+K]+ 560.917","39"
415.25999756212,415.258056640625,415.264221191406,230.588718,214.409082,243.624876,1638937.23139392,1215039.8809524,718078.375,37,1,"","","44"
538.345267122809,538.341735839844,538.348266601562,226.924866,212.915592,238.340916,3618116.86725271,3176772.6134866,319267.28125,11,1,"","[M+H]+ 537.343","8"
573.111909205671,573.107116699219,573.114685058594,231.809208,212.915592,242.97888,3568028.2836029,3366512.34224406,413634.78125,14,1,"","","39"
218.211663140436,218.211334228516,218.212203979492,234.606312,232.42308,243.396126,860841.586674692,859663.687941774,481524.09375,305,1,"","","39"
309.228273572832,309.226928710938,309.229614257812,234.302568,230.475468,236.5503,352326.494027074,352320.869182629,105129.0546875,105128,1,"","[M+H]+ 308.218","39"
479.309904485198,479.30908203125,479.310882568359,222.797646,212.915592,234.606312,6275889.27705015,5866214.6130411,695590.6875,33,1,"","","44"
493.985190624134,493.980865478516,493.987121582031,224.483256,197.834574,259.002642,9168711.99290377,8119371.23714735,1665174.625,32,1,"","","8"
508.326230512568,508.321990966797,508.327911376953,223.79214,200.645556,259.23114,13231475.6757079,11984330.5584312,2416566.25,43,1,"","","44"
523.33639815582,523.334716796875,523.338256835938,226.196628,214.648704,238.340916,6845158.17053499,6411453.92533038,905206.125,46,1,"","[M+H-CH3]+ 537.343","8"
478.975443699771,478.970733642578,478.97705078125,223.79214,223.338018,257.417532,7124142.54660183,6094459.03272888,1938569.5,27,1,"","","44"
625.728632851061,625.7255859375,625.731384277344,229.6146,212.27097,241.23489,6219555.69151008,5956541.37494985,953189.25,54,1,"","","8"
